epoch,zilu_approx_sigma0.01_train_loss,zilu_approx_sigma0.05_train_loss,zilu_approx_sigma0.1_train_loss,zilu_approx_sigma0.5_train_loss,zilu_approx_sigma1.0_train_loss,zilu_approx_sigma5.0_train_loss,zilu_approx_sigma10.0_train_loss,zilu_approx_sigma50.0_train_loss,zilu_approx_sigma100.0_train_loss,zilu_approx_sigma1000.0_train_loss
1,4.12583658,4.10407733,4.16419273,4.11517569,4.07996117,4.04386635,4.03548475,4.03987892,4.02569309,4.01616475
2,3.46355403,3.44353946,3.53806543,3.47853009,3.42501679,3.32617995,3.29161156,3.25979502,3.25282273,3.23723124
3,3.16520214,3.12244078,3.23736421,3.17137259,3.11609926,2.99537188,2.9330125,2.88152567,2.88385217,2.88951039
4,2.93269294,2.90199742,3.00999142,2.95028566,2.8929825,2.73586747,2.67947182,2.60646903,2.63343816,2.65975535
5,2.77846414,2.73125506,2.82356269,2.77951521,2.73841691,2.53923389,2.46496986,2.40749022,2.43704324,2.47260916
6,2.66302286,2.61445898,2.68563514,2.65513205,2.60767978,2.37908493,2.29117683,2.24907175,2.28135068,2.32181234
7,2.53853823,2.50253706,2.5791188,2.54214594,2.49698172,2.2340928,2.14946031,2.10906989,2.141038,2.19589914
8,2.46598575,2.43486456,2.49096672,2.44608059,2.39181509,2.10785701,2.02169215,1.98088427,2.01860002,2.0637907
9,2.3846523,2.349103,2.40736561,2.35375364,2.30139343,1.98805151,1.89865273,1.87822903,1.89202401,1.95171787
10,2.3226582,2.28153342,2.32545653,2.27428595,2.22076163,1.87488916,1.80518547,1.77240454,1.79557987,1.85212567
11,2.26976855,2.2279373,2.27062551,2.21648185,2.14499846,1.77306819,1.70900987,1.68730389,1.70360806,1.75662754
12,2.19895262,2.16284178,2.21053766,2.14316354,2.06731648,1.67692173,1.60521176,1.59049605,1.6045892,1.66337534
13,2.1518413,2.12680071,2.16383451,2.08660525,2.00709475,1.57225947,1.51391231,1.50874785,1.52260879,1.58382
14,2.10368879,2.07492509,2.12463991,2.04035528,1.95718848,1.48732632,1.42322962,1.43170974,1.43731449,1.50006935
15,2.05969157,2.03852604,2.0662955,1.99110663,1.90769965,1.3898188,1.34657871,1.3564538,1.37460301,1.43018832
16,2.01295799,2.00038491,2.02272762,1.94248207,1.84906192,1.31200813,1.2610569,1.28691495,1.29981933,1.35746316
17,1.97759235,1.96704284,1.99223731,1.89147737,1.79509018,1.22196243,1.19913681,1.21678186,1.23803388,1.28522235
18,1.93623001,1.92478818,1.95035585,1.84475801,1.75353911,1.14646475,1.12387233,1.14354344,1.15971008,1.213774
19,1.91490213,1.89611032,1.9183244,1.82000815,1.70504409,1.06607117,1.06345836,1.08809236,1.10492174,1.1568727
20,1.86571786,1.85587352,1.86905998,1.75913348,1.65044818,1.00183803,0.98586746,1.03514783,1.0497031,1.09441776
21,1.83097746,1.82535078,1.84687971,1.73308977,1.60185349,0.94382897,0.93783753,0.98263015,0.99617944,1.03930432
22,1.80245427,1.78039524,1.80229898,1.69612341,1.56067376,0.87162149,0.87393359,0.92209071,0.94219537,0.98611293
23,1.76380102,1.75522754,1.77413377,1.6585818,1.52037989,0.81569728,0.81526028,0.87941788,0.88938248,0.93038494
24,1.72221515,1.70708328,1.73438592,1.61489723,1.46839417,0.78863212,0.77261405,0.82814495,0.84918816,0.87812434
25,1.69864392,1.68743817,1.70801308,1.58381251,1.43286068,0.72841935,0.73643323,0.7873166,0.80968694,0.84430491
26,1.66307003,1.65087046,1.67123715,1.54514834,1.37899248,0.6906261,0.6994942,0.74778038,0.76447342,0.79637229
27,1.63164591,1.61386489,1.63720542,1.51386388,1.34196142,0.65036261,0.65843282,0.70845365,0.73015221,0.77201513
28,1.5976231,1.59504727,1.6071007,1.48492683,1.30219344,0.62736153,0.63047383,0.68538009,0.7042707,0.72368817
29,1.56520354,1.55632927,1.5748243,1.44797648,1.26284391,0.59554963,0.60205333,0.64471924,0.66177499,0.68405836
30,1.53967343,1.52584253,1.53483111,1.41801306,1.2244102,0.56901181,0.57649686,0.62214636,0.6315816,0.66122486
31,1.50630766,1.49142855,1.51178607,1.38540115,1.17846865,0.53410316,0.54699498,0.58787371,0.61212207,0.63130532
32,1.47266883,1.46058127,1.47183521,1.34761783,1.14027944,0.51871407,0.51629179,0.56338652,0.57615,0.60432173
33,1.44417556,1.42960423,1.44025434,1.31927468,1.09984206,0.49847277,0.50532927,0.53543512,0.55166829,0.57450542
34,1.4090304,1.40467052,1.40809503,1.28527997,1.06785776,0.4845101,0.48656597,0.52038667,0.53931233,0.55585006
35,1.38899273,1.37151233,1.3774918,1.25353687,1.03470064,0.45821966,0.46543686,0.503076,0.51224445,0.52947152
36,1.34345133,1.33339004,1.3424015,1.22003606,0.99607726,0.44513053,0.44832151,0.47932036,0.48723214,0.51027289
37,1.32584552,1.30145549,1.31378846,1.20522315,0.95977405,0.43150255,0.42999161,0.4675805,0.47517144,0.49384643
38,1.30313707,1.28255986,1.29757017,1.17683161,0.94568871,0.42568401,0.42339974,0.44931334,0.46416801,0.48200289
39,1.27650951,1.25545538,1.26512111,1.14604232,0.8996066,0.40850034,0.40034911,0.44133094,0.4558845,0.46645438
40,1.24674425,1.21943435,1.23638968,1.11648701,0.8670994,0.39233122,0.38988651,0.42127575,0.43309909,0.44635268
41,1.22233114,1.19692814,1.21197998,1.08911931,0.83363948,0.37927281,0.38687377,0.40588176,0.41643947,0.43724984
42,1.19116404,1.16817759,1.18158676,1.05619892,0.80748678,0.37037867,0.3648321,0.39860711,0.40201342,0.41954072
43,1.16890379,1.14657093,1.14671309,1.03727466,0.77881012,0.36979802,0.36251835,0.38236868,0.38847465,0.40210913
44,1.13949387,1.1216965,1.12450581,1.01252593,0.75610049,0.35873026,0.3532222,0.38111045,0.39054229,0.40077972
45,1.11485387,1.09695337,1.0921368,0.98274798,0.73381653,0.33628645,0.3348946,0.35829464,0.36517188,0.38274883
46,1.09397642,1.07576717,1.08366646,0.96034879,0.69638446,0.33930748,0.33995415,0.35658321,0.36331973,0.37585462
47,1.06639527,1.04863237,1.04767209,0.939107,0.68317985,0.33038432,0.31653527,0.34228283,0.34158316,0.35627866
48,1.03878011,1.02367753,1.02456133,0.91791845,0.66113449,0.3248923,0.31806203,0.33997277,0.33745706,0.3603513
49,1.02577152,1.00917231,0.99915898,0.89586688,0.64583198,0.30357625,0.30625893,0.32214298,0.33075645,0.34238627
50,0.99647645,0.97127088,0.97008145,0.87052263,0.63147624,0.30006406,0.3014505,0.32083054,0.32508397,0.33590938
51,0.97252411,0.952365,0.94739608,0.84992396,0.60994016,0.29378854,0.29046207,0.30282034,0.31099936,0.32780641
52,0.94492693,0.93188724,0.92529489,0.82632444,0.58754537,0.283229,0.28566937,0.30359232,0.30424642,0.31314575
53,0.94056974,0.9130903,0.91022153,0.80693199,0.5657589,0.27648683,0.27965116,0.29306188,0.30065545,0.30826917
54,0.9070917,0.89572904,0.89249373,0.78603777,0.55709769,0.27303029,0.2697562,0.28669051,0.28566629,0.29818195
55,0.89365416,0.865736,0.86490803,0.76345757,0.54303408,0.27238841,0.26206688,0.27321629,0.28468761,0.29544491
56,0.87273645,0.8463707,0.83858197,0.74718583,0.52869909,0.25576489,0.26282549,0.27223219,0.27417008,0.29075882
57,0.8538314,0.82261988,0.823745,0.72010645,0.50855963,0.25706129,0.24426736,0.26156942,0.27609402,0.27879688
58,0.83710783,0.81214741,0.79815696,0.70753445,0.50581242,0.2448106,0.23929998,0.25862451,0.26191697,0.28090895
59,0.81242788,0.78852083,0.77787529,0.68680327,0.4849724,0.24427376,0.23777308,0.25719857,0.25931091,0.26767768
60,0.79387089,0.77056921,0.76757765,0.67796359,0.46861298,0.24618276,0.23665382,0.24402274,0.2510238,0.25991771
61,0.77460837,0.74568398,0.73964431,0.65276528,0.45256698,0.23647073,0.22721942,0.24336957,0.24529244,0.25052508
62,0.75557869,0.73038067,0.72633666,0.64194537,0.44464568,0.22910805,0.22458758,0.24194834,0.23492286,0.2537951
63,0.73607458,0.71108159,0.70703738,0.62801095,0.42492497,0.21778509,0.22058011,0.22403161,0.23086883,0.2370165
64,0.72360638,0.69530938,0.69765158,0.6033876,0.41526677,0.21851349,0.20555858,0.2239832,0.22856039,0.23791385
65,0.7008338,0.68598335,0.6698133,0.59023888,0.41345956,0.21751953,0.20744994,0.21416932,0.21979203,0.22740781
66,0.69352555,0.66671624,0.66448223,0.57864072,0.40559231,0.20376136,0.19977288,0.21082523,0.21595896,0.22241329
67,0.67911696,0.64312528,0.63940222,0.55905546,0.3887112,0.20753229,0.19406545,0.2134481,0.2147383,0.22164027
68,0.65568006,0.63245508,0.6239858,0.54903183,0.38400047,0.19028284,0.19180352,0.19866651,0.2062143,0.21216421
69,0.63733361,0.6191252,0.60894857,0.5284168,0.37136012,0.2018028,0.1883072,0.20198396,0.19925281,0.20738505
70,0.62869699,0.60437889,0.59218053,0.5166969,0.36683374,0.18740058,0.18531648,0.19416652,0.19428161,0.2007707
71,0.61470686,0.58690177,0.57798082,0.50002316,0.35035824,0.18037991,0.18176214,0.18729018,0.19033433,0.19904256
72,0.58853835,0.57369835,0.56428217,0.49121036,0.34585301,0.18145049,0.17043431,0.18133505,0.18791026,0.19411783
73,0.57980044,0.55930671,0.54917959,0.47313607,0.34385726,0.17550984,0.17374434,0.18431136,0.18790644,0.1922253
74,0.56700136,0.53749502,0.52953806,0.47221331,0.33114409,0.17549207,0.16727666,0.17443844,0.17606288,0.18619015
75,0.55215721,0.53122445,0.52146014,0.4582199,0.3147473,0.17224307,0.16135287,0.17220257,0.17352414,0.18289529
76,0.54684496,0.51321187,0.5120664,0.45012815,0.31059863,0.16521455,0.16236361,0.16338752,0.16822491,0.17660633
77,0.52560533,0.50994416,0.50074242,0.4342815,0.30804435,0.16143935,0.15748813,0.16380549,0.1670656,0.17164124
78,0.52274188,0.49800017,0.49667544,0.41937024,0.29601806,0.15446244,0.1461848,0.15299583,0.15912665,0.17049066
79,0.51162797,0.47436236,0.48308595,0.41421225,0.28069702,0.14760109,0.14131958,0.15314553,0.15952049,0.16560614
80,0.49214327,0.47104053,0.46017551,0.40466346,0.28499674,0.1455356,0.14484839,0.15160727,0.15685221,0.16196504
81,0.4795511,0.45549027,0.45114607,0.38830403,0.27982986,0.14482785,0.14066116,0.14604914,0.14569953,0.15957747
82,0.4755277,0.44461548,0.44520023,0.3880381,0.26773703,0.1345461,0.13090216,0.14783929,0.14353576,0.15176109
83,0.4565854,0.43023614,0.42899361,0.36440423,0.26611742,0.13319859,0.13132193,0.14086984,0.14486639,0.1451995
84,0.43888466,0.42677578,0.41716975,0.36539309,0.25361198,0.13833348,0.12801531,0.13718166,0.14156066,0.14349551
85,0.4341364,0.41082714,0.41429909,0.35110581,0.2502402,0.13393315,0.13028555,0.13130641,0.13462914,0.1433129
86,0.41886761,0.39732044,0.39868534,0.34320574,0.2416548,0.12684286,0.12330603,0.12625413,0.12841592,0.13729055
87,0.40829368,0.38929142,0.39122921,0.33660181,0.24504102,0.1257652,0.11812738,0.12875765,0.13058793,0.13572674
88,0.40651295,0.37921816,0.38115868,0.32583603,0.23579632,0.12445756,0.1202955,0.12471099,0.12479074,0.13155077
89,0.396119,0.37493197,0.37461167,0.32064715,0.2261736,0.11309202,0.11153223,0.12313328,0.12646377,0.12694812
90,0.37786553,0.36829677,0.3572808,0.31156189,0.22225476,0.11403475,0.11099598,0.11442119,0.11490707,0.12388271
91,0.37265198,0.35149654,0.35049302,0.2969609,0.21465468,0.11301738,0.10328196,0.11878936,0.11543371,0.12088261
92,0.36069067,0.34270064,0.33668659,0.2961018,0.2104374,0.10484779,0.10303466,0.10851592,0.10785757,0.11571471
93,0.35897354,0.334899,0.33371526,0.28331186,0.20416217,0.1058689,0.09602309,0.11093033,0.10866445,0.11135519
94,0.35202394,0.32877834,0.32806574,0.27547829,0.19961391,0.10596969,0.09644451,0.10408843,0.10824292,0.11118626
95,0.34069624,0.3200059,0.31927736,0.27595359,0.19206089,0.0974532,0.09775715,0.10221764,0.10170837,0.1091678
96,0.33049343,0.31436781,0.30568216,0.26592833,0.1845426,0.09811417,0.09387884,0.09918413,0.10228958,0.09993259
97,0.31772065,0.30285202,0.3015544,0.25447583,0.18163208,0.09410833,0.0887248,0.09645511,0.09569317,0.10091598
98,0.31386111,0.29135757,0.29242635,0.25120179,0.17927039,0.09064538,0.08848847,0.09491138,0.09075069,0.0968099
99,0.30414075,0.28972889,0.29221917,0.24108712,0.17759448,0.09380324,0.08397086,0.09210231,0.08893842,0.09558546
100,0.3023376,0.27376356,0.28039576,0.23214889,0.17112241,0.08867137,0.08125587,0.08755852,0.08982501,0.09748615
101,0.29679007,0.27728775,0.27279052,0.24006828,0.16791667,0.08348868,0.08656235,0.08928719,0.08941617,0.08834882
102,0.28283683,0.26883911,0.26873927,0.22570692,0.16557493,0.08286566,0.07567706,0.08400206,0.08455044,0.08967793
103,0.2746903,0.25896115,0.26306166,0.21707374,0.15785777,0.07741912,0.07449214,0.07840236,0.08080497,0.08660492
104,0.26836468,0.25077469,0.24759644,0.2120716,0.15266471,0.07584576,0.07301629,0.07907423,0.07866112,0.08462636
105,0.2601876,0.24149298,0.24341211,0.20481171,0.14840723,0.07072245,0.07468419,0.07615905,0.07573127,0.07911744
106,0.25504074,0.23966715,0.23935626,0.20303688,0.14099885,0.07223528,0.0691609,0.07170348,0.07740562,0.07663194
107,0.24382202,0.22722103,0.22888166,0.1951861,0.1430785,0.07054336,0.06401303,0.06993816,0.07062904,0.07492096
108,0.23530896,0.22181042,0.22795438,0.18387614,0.13583976,0.0688879,0.066489,0.06828871,0.06817213,0.07578426
109,0.2350406,0.21685974,0.21870845,0.18603049,0.13048359,0.06299182,0.06151576,0.06486315,0.06571899,0.07280546
110,0.22913033,0.20991196,0.2115526,0.1831082,0.12886615,0.06135685,0.05718692,0.06355411,0.06860913,0.06785289
111,0.22579977,0.20791627,0.21437963,0.17392281,0.12595351,0.06201433,0.05784957,0.05889949,0.06192101,0.06840416
112,0.2200523,0.20609809,0.20196026,0.17083719,0.12208871,0.05677311,0.05520041,0.061046,0.06361881,0.06066319
113,0.21214172,0.1968451,0.19503073,0.16794109,0.11695766,0.06105027,0.05389365,0.05880739,0.06097728,0.06319873
114,0.20343648,0.19013604,0.19441534,0.15667105,0.11538047,0.05854997,0.05208171,0.05547098,0.05614031,0.06115999
115,0.19885796,0.18519799,0.18823808,0.15487992,0.10668342,0.04898619,0.04759776,0.0503373,0.05716241,0.05761681
116,0.19536409,0.18080244,0.17979227,0.14951577,0.10490655,0.04727341,0.04882459,0.05053503,0.05388914,0.05570177
117,0.18755185,0.17415197,0.17834556,0.14480462,0.1041899,0.04828701,0.04693421,0.0491393,0.0520988,0.05633419
118,0.18307882,0.17637518,0.17050533,0.14057231,0.10072114,0.04602644,0.04643178,0.04709723,0.05085789,0.05205035
119,0.17520526,0.16829083,0.16819326,0.13652072,0.09613768,0.04643552,0.04087047,0.04610401,0.04942973,0.05060087
120,0.17141059,0.15877543,0.16596589,0.13195258,0.09559665,0.04349415,0.0410658,0.04530232,0.04913373,0.04749651
121,0.17137698,0.15844584,0.15966521,0.12906282,0.0898181,0.04176943,0.04114274,0.04065207,0.04474256,0.04478025
122,0.15745665,0.14767979,0.15105081,0.12675401,0.08644357,0.03882495,0.04018277,0.03964267,0.04293865,0.04324654
123,0.15566495,0.14633488,0.14402083,0.1202609,0.08927097,0.03929829,0.03438347,0.04138703,0.04053177,0.04241442
124,0.1548238,0.13861796,0.14330155,0.11580955,0.08068185,0.0353446,0.03393639,0.03850797,0.04196815,0.040349
125,0.14986419,0.13766245,0.1382637,0.11406132,0.07992431,0.03756079,0.03346496,0.0382393,0.0371331,0.04349161
126,0.14090844,0.13134662,0.13169432,0.10955476,0.07903098,0.03607036,0.03335906,0.03554339,0.03629389,0.03985193
127,0.13947269,0.13087168,0.13247202,0.10331121,0.07758511,0.03352635,0.03219974,0.03510811,0.03489553,0.03531461
128,0.13860955,0.12766422,0.12822007,0.10525798,0.07431053,0.03159434,0.03105169,0.03152747,0.03373256,0.03543993
129,0.12913662,0.11988723,0.12031072,0.09558791,0.06609158,0.02980536,0.02905754,0.03183168,0.02945574,0.03688609
130,0.12569333,0.11903221,0.11995617,0.09826925,0.06620797,0.02884415,0.02661601,0.0292643,0.03319283,0.03254641
131,0.1239596,0.11782939,0.11259104,0.09581548,0.06492999,0.02708138,0.02640734,0.02794471,0.03072692,0.03070044
132,0.11875414,0.1120628,0.11275824,0.09062101,0.06073188,0.025308,0.02518311,0.02969373,0.02865547,0.03227157
133,0.11948786,0.10487536,0.10402197,0.08550283,0.05959309,0.02404807,0.02609726,0.0269474,0.02831909,0.03124236
134,0.11040226,0.10354765,0.10288902,0.0827608,0.05941295,0.02258284,0.02306433,0.02676396,0.0259531,0.02822687
135,0.10594458,0.0996932,0.10214601,0.0825433,0.05449996,0.02496643,0.02302058,0.02573173,0.0232175,0.0264844
136,0.10598458,0.09515884,0.09664517,0.08069114,0.05193961,0.02321246,0.0205211,0.02402507,0.02343246,0.02579432
137,0.10557751,0.09400448,0.09597394,0.07373374,0.04934509,0.02323562,0.02271773,0.02398093,0.02392881,0.02642471
138,0.0968114,0.09286375,0.09214915,0.07323857,0.05062447,0.02092938,0.01765844,0.02209862,0.02231076,0.02290881
139,0.09618615,0.08594617,0.08848281,0.06938896,0.04795874,0.01845122,0.0189497,0.02019729,0.0197226,0.0241161
140,0.09353807,0.08276553,0.09126724,0.06699466,0.04729346,0.01701549,0.01749153,0.01971592,0.02033733,0.02341458
141,0.08900599,0.08308104,0.08398222,0.06629188,0.04222249,0.01842596,0.01835029,0.01858756,0.01944753,0.01933697
142,0.08693353,0.0819677,0.08049243,0.06146916,0.04057339,0.01644248,0.0164294,0.01656105,0.01831319,0.02111979
143,0.08486574,0.07539035,0.07609362,0.06011835,0.04025107,0.01483638,0.0152974,0.01605735,0.01681442,0.01922613
144,0.07905888,0.07442327,0.07794691,0.05946356,0.03560744,0.01698728,0.01577677,0.01478273,0.01755982,0.01806367
145,0.07900905,0.07004172,0.07238485,0.05614915,0.03406143,0.01406971,0.01470025,0.01725274,0.01747538,0.01629806
146,0.07392192,0.0682139,0.07024114,0.05775008,0.03495082,0.01347113,0.01410621,0.01605226,0.01501803,0.01528583
147,0.07255922,0.06914908,0.07012267,0.05131227,0.03429814,0.01328058,0.01254976,0.01400202,0.01496062,0.01676388
148,0.07208754,0.06388096,0.06772843,0.05036231,0.03146807,0.01314475,0.01220887,0.01322805,0.01469133,0.01556552
149,0.07157618,0.06367033,0.06229461,0.04617454,0.02892695,0.01265167,0.01081231,0.01353336,0.0137187,0.01504493
150,0.06630276,0.06198135,0.06099973,0.04612149,0.02832956,0.01109709,0.01092386,0.01369469,0.01424365,0.01497826
151,0.06464054,0.05787809,0.05825266,0.04488995,0.02698418,0.01078443,0.01091503,0.01263849,0.01353447,0.01486428
152,0.06063377,0.05632768,0.05662239,0.04446116,0.02745908,0.0106615,0.01125059,0.01213698,0.01249137,0.01147924
153,0.05768839,0.05447646,0.05672695,0.0411106,0.02582625,0.01040628,0.00995077,0.01117689,0.01142985,0.0112607
154,0.05705071,0.04959183,0.05327422,0.04138402,0.02224202,0.00879783,0.00939264,0.01000256,0.01159957,0.01190095
155,0.05618713,0.04761238,0.05355957,0.03741818,0.02163828,0.00959702,0.0094367,0.00894116,0.01181535,0.01111735
156,0.0525669,0.0482225,0.04877229,0.03579478,0.02233261,0.00889027,0.00906073,0.00990454,0.01016044,0.00934145
157,0.05162101,0.04629814,0.0487892,0.03532092,0.02340782,0.00823761,0.00830471,0.00939691,0.00925393,0.01008696
158,0.05117556,0.04559162,0.0466101,0.03333978,0.01954846,0.00769495,0.00808078,0.008197,0.0096731,0.00997528
159,0.04887273,0.04166245,0.04566475,0.03183754,0.01944342,0.00796579,0.00730229,0.00862345,0.00773232,0.00775909
160,0.04754409,0.04141448,0.04242577,0.03204127,0.01878875,0.00602713,0.00635861,0.00798117,0.00839515,0.00943902
161,0.0468575,0.04016338,0.04248743,0.03044471,0.01713993,0.00706545,0.00698899,0.00817835,0.00834015,0.00881079
162,0.04320361,0.03946921,0.04130428,0.02948542,0.01653345,0.00768376,0.00626713,0.00707542,0.00723393,0.00849288
163,0.04205737,0.03666633,0.03904352,0.02711111,0.01810293,0.0069247,0.00679484,0.00770378,0.00729896,0.00741007
164,0.04189337,0.034259,0.03537115,0.02719255,0.01701519,0.00634027,0.00608695,0.00658127,0.00786603,0.00849601
165,0.03953978,0.03430926,0.03700281,0.02493888,0.01789604,0.00534624,0.0053061,0.00571846,0.00670724,0.0080694
166,0.0358192,0.03495227,0.03511545,0.02423969,0.0141348,0.00484513,0.00573073,0.00565928,0.00618361,0.00701662
167,0.03622262,0.03375776,0.03467553,0.02351073,0.01466189,0.00491851,0.00452525,0.00499154,0.00692005,0.00658829
168,0.03343884,0.03021701,0.03381902,0.0214623,0.01447364,0.00529569,0.00544418,0.00621759,0.00601338,0.00553567
169,0.03447158,0.03136296,0.03330458,0.0219192,0.01444239,0.00578772,0.00556541,0.00541216,0.0060997,0.00647691
170,0.03492907,0.02869943,0.03040855,0.02157359,0.0132192,0.00435118,0.00445998,0.0050265,0.00525044,0.00627017
171,0.03405895,0.02902268,0.02951996,0.02106366,0.01200281,0.00400959,0.0044443,0.00551988,0.00417974,0.0057689
172,0.03326386,0.0279104,0.0289702,0.0205051,0.01326903,0.00383423,0.00393657,0.00508604,0.00480639,0.00589747
173,0.03144955,0.02687289,0.02752002,0.01782017,0.01084024,0.00412349,0.0040626,0.00424506,0.00479192,0.00559733
174,0.03058997,0.02456687,0.02753662,0.01795633,0.0105876,0.00425843,0.00413914,0.00443341,0.00478197,0.00546832
175,0.02968643,0.02490085,0.02730263,0.01864304,0.01191706,0.00364754,0.00358771,0.00462426,0.00542074,0.00540677
176,0.02729951,0.02366797,0.02575666,0.01622964,0.01032788,0.00422006,0.00353545,0.00385459,0.00444046,0.00479191
177,0.02910109,0.02486948,0.02531768,0.01786303,0.01059074,0.00301591,0.00283758,0.00374843,0.00393696,0.00430768
178,0.02807233,0.02434239,0.02651093,0.01685439,0.00890774,0.00344814,0.00366481,0.00343105,0.00385329,0.00421167
179,0.02670425,0.02327339,0.02560381,0.01653263,0.00871697,0.00242035,0.00308503,0.00381467,0.00379432,0.0041267
180,0.02681534,0.02258264,0.0222012,0.0153979,0.00859476,0.00312673,0.00270955,0.00369799,0.00350609,0.004097
181,0.02553691,0.02133971,0.02394816,0.01554992,0.00860507,0.00283784,0.00245578,0.00323641,0.00345424,0.00391763
182,0.02516041,0.02053837,0.02251248,0.01462687,0.00849992,0.00308796,0.00280018,0.00339227,0.00338996,0.00332584
183,0.0242474,0.02097083,0.02340998,0.01444438,0.00807883,0.00263942,0.00321765,0.00326906,0.00335275,0.00376146
184,0.02422397,0.01991155,0.02356416,0.01582093,0.00826829,0.00262762,0.0022285,0.00328733,0.00321869,0.00330213
185,0.02530256,0.02137219,0.02225078,0.01413937,0.00858331,0.0026548,0.00249011,0.00316203,0.00365023,0.00406849
186,0.02215386,0.02020572,0.02064712,0.01418639,0.00857569,0.00237722,0.00275065,0.00288892,0.0040556,0.00360471
187,0.02278362,0.01919646,0.02089565,0.01325438,0.00727946,0.00243512,0.00250544,0.00305165,0.00344474,0.00365991
188,0.02205978,0.02060262,0.02042016,0.01312845,0.00717743,0.00271073,0.00239076,0.00262696,0.00330645,0.00330637
189,0.02309475,0.01998956,0.02007354,0.0131603,0.00766385,0.00231463,0.00236228,0.00309309,0.00304637,0.00306742
190,0.02243883,0.01813941,0.01932619,0.01375109,0.00767953,0.00230444,0.0025843,0.00253977,0.00299733,0.00305121
191,0.02193037,0.01802743,0.02044622,0.01275895,0.0068917,0.00227293,0.00254291,0.00306337,0.00338679,0.0029884
192,0.02082209,0.01923178,0.01843967,0.01190974,0.00686495,0.00212206,0.00246346,0.00292411,0.00280695,0.00322078
193,0.02130299,0.01819672,0.02056192,0.01216043,0.00762264,0.00272456,0.00242054,0.00258812,0.0029498,0.00335568
194,0.02134505,0.01796024,0.02034888,0.01303558,0.00676066,0.00207194,0.00222325,0.00283013,0.00305771,0.00345827
195,0.0199188,0.01808975,0.01983132,0.01356018,0.00709043,0.00188053,0.00196551,0.00267427,0.0028029,0.00333506
196,0.02110929,0.01762038,0.01946949,0.01307568,0.00773006,0.00196464,0.00210016,0.00244951,0.00317098,0.00294116
197,0.02154701,0.01768991,0.02038516,0.01335075,0.00642401,0.00212634,0.00237431,0.00271672,0.00306543,0.00329522
198,0.020802,0.01711018,0.01980625,0.01250557,0.00630657,0.00211799,0.00228181,0.00318712,0.00314543,0.00351959
199,0.02098432,0.01841036,0.01937211,0.01177949,0.0076147,0.00196832,0.00246033,0.00206468,0.00292905,0.00284761
200,0.02150384,0.01783386,0.01955882,0.01136916,0.00641723,0.00223412,0.00200139,0.00239884,0.00264881,0.00311097
